	FID	Longitude	Latitude	Easting	Northing	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_lat	peak_long	peak_east	peak_north	peak_elev	noVentInt	noVent	FID2017	AspectRatio	Equant	EquantInt	Length	Orientation	Prominence	clusterID	clusterName
361	361	-103.437037	-9.810157	-6131199.102	-581494.1082	7100	-9.82372	-103.452266	-9.814678	-103.429899	497.722315	-9.815511	-103.434325	-6131038.314	-581811.4523	7102	0	Vent	371	2.8318431118	NotEquant	0	1409.47150932	67.6952154523	38.0	7.0	
362	362	-103.846796	-12.691333	-6155487.445	-752274.9236	6623	-12.748678	-103.902952	-12.660638	-103.806821	431.220407	-12.676271	-103.824382	-6154158.831	-751382.1288	6634	0	Vent	372	17.6487634382	NotEquant	0	7610.50695286	46.8179945962	26.0	7.0	
363	363	-102.531438	-12.793871	-6077519.981	-758352.8053	7035	-12.796393	-102.538767	-12.795631	-102.534008	269.690644	-12.794799	-102.529154	-6077384.581	-758407.8116	7044	0	Vent	373	1.03176714212	Equant	1	278.257945016		1.0	7.0	
364	364	-102.584186	-12.83774	-6080646.571	-760953.1368	7025	-12.841832	-102.595417	-12.837645	-102.582853	479.594078	-12.842094	-102.604316	-6081839.784	-761211.2434	7052	0	Vent	374	1.59708052655	NotEquant	0	765.950362624	71.1309525712	21.0	7.0	
365	365	-102.623354	-12.861241	-6082968.295	-762346.1716	7071	-12.867721	-102.638247	-12.856871	-102.622447	248.392345	-12.864453	-102.629493	-6083332.183	-762536.5781	7088	0	Vent	375	4.48794939632	NotEquant	0	1114.77227479	54.8415312626	145.0	7.0	
366	366	-102.478691	-12.791782	-6074393.392	-758228.9799	7191	-12.794814	-102.487675	-12.797098	-102.476444	641.75002	-12.792567	-102.472694	-6074037.967	-758275.5237	7198	0	Vent	376	1.03145919391	Equant	1	661.938958318		212.0	7.0	
367	367	-103.14326	-13.278273	-6113785.557	-787065.6404	6903	-13.2511	-103.140183	-13.339854	-103.140897	487.707709	-13.238941	-103.121845	-6112516.181	-784734.2189	6939	0	Vent	377	10.7675944535	NotEquant	0	5251.43882237	-179.551517647	116.0	7.0	
368	368	-103.083391	-12.594762	-6110236.802	-746550.6829	6909	-12.566168	-103.076264	-12.682286	-103.083402	450.34797	-12.643802	-103.073397	-6109644.426	-749457.555	6912	0	Vent	378	15.2829911469	NotEquant	0	6882.66403855	-176.567957941	35.0	7.0	
369	369	-103.118315	-14.28109	-6112306.909	-846507.2933	6799	-14.258842	-103.109511	-14.327846	-103.134257	638.654891	-14.285587	-103.113318	-6112010.721	-846773.8624	6811	0	Vent	379	6.76772627273	NotEquant	0	4322.24148503	-160.839911538	67.0	7.0	
370	370	-105.258444	-8.69615	-6239162.459	-515461.6731	6962	-8.708404	-105.272483	-8.692462	-105.210855	327.110832	-8.706501	-105.270437	-6239873.309	-516075.2051	6976	0	Vent	380	11.3898366861	NotEquant	0	3725.73895473	75.3396520688	31.0	7.0	
371	371	-105.396571	-8.738723	-6247349.88	-517985.1333	6977	-8.751215	-105.420128	-8.744076	-105.389195	504.852926	-8.746503	-105.42541	-6249059.307	-518446.3401	6981	0	Vent	381	3.67943542307	NotEquant	0	1857.57373937	76.8589855418	40.0	7.0	
372	372	-105.336748	-8.721769	-6243803.878	-516980.2159	6986	-8.734261	-105.356022	-8.728788	-105.334369	385.554202	-8.730121	-105.340746	-6244040.828	-517475.2727	6990	0	Vent	382	3.39001988196	NotEquant	0	1307.03641035	75.657195767	74.0	7.0	
373	373	-102.640845	-10.84262	-6084005.053	-642693.0358	7334	-10.842977	-102.650839	-10.841787	-102.62633	779.776475	-10.840836	-102.652267	-6084682.054	-642587.2544	7337	0	Vent	383	1.82868825678	NotEquant	0	1425.96808275	87.1721289833	4.0	7.0	
374	374	-102.520728	-11.13467	-6076885.143	-660004.1894	7542	-11.139072	-102.530246	-11.126699	-102.506927	923.401648	-11.152016	-102.526581	-6077232.106	-661032.3844	7558	0	Vent	384	1.66667323566	NotEquant	0	1539.00881249	61.5988973683	263.0	7.0	
375	375	-102.426518	-10.79316	-6071300.9	-639761.3081	7369	-10.814694	-102.461972	-10.781382	-102.394872	888.972717	-10.793089	-102.401962	-6069845.348	-639757.0768	7384	0	Vent	385	4.91528748689	NotEquant	0	4369.55647205	63.1941692463	2.0	7.0	
376	376	-101.392621	-8.114557	-6010016.95	-480987.8951	7417	-8.116817	-101.392431	-8.113962	-101.388719	178.492464	-8.112344	-101.395334	-6010177.738	-480856.7262	7417	0	Vent	386	1.54255296565	NotEquant	0	275.33407969	52.1563680255	40.0	7.0	
377	377	-101.356484	-8.938867	-6007874.923	-529848.6418	7288	-8.956784	-101.368048	-8.924091	-101.346776	301.523306	-8.916952	-101.340208	-6006910.196	-528549.6465	7295	0	Vent	387	7.62609854244	NotEquant	0	2299.4464444	32.7326953934	90.0	7.0	
378	378	-100.654377	-8.730784	-5966257.773	-517514.5759	7464	-8.745989	-100.676364	-8.724145	-100.64367	158.916736	-8.721575	-100.644812	-5965690.784	-516968.744	7472	0	Vent	388	14.5221177747	NotEquant	0	2307.80755657	55.9447582534	1.0	7.0	
379	379	-100.066629	-9.619392	-5931419.149	-570186.5326	7478	-9.651681	-100.092137	-9.567924	-100.045975	252.580335	-9.613074	-100.05855	-5930940.312	-569812.0665	7480	0	Vent	389	22.3296818399	NotEquant	0	5640.03851955	28.5238712512	4.0	7.0	
380	380	-99.316088	-10.052506	-5886931.057	-595859.2425	7366	-10.047699	-99.332998	-10.065022	-99.299495	824.531333	-10.058002	-99.323226	-5887354.182	-596185.0491	7374	0	Vent	390	2.67370531782	NotEquant	0	2204.55380975	117.708054722	8.0	7.0	
381	381	-101.444573	-10.313275	-6013096.373	-611316.2443	8073	-10.319271	-101.457327	-10.316987	-101.430867	1014.351203	-10.332905	-101.432866	-6012402.448	-612479.8394	8086	0	Vent	391	1.5242742066	NotEquant	0	1546.14937517	84.9882022131	1084.0	7.0	
382	382	-101.765031	-10.67383	-6032091.418	-632688.0232	7837	-10.68211	-101.793965	-10.673354	-101.775691	429.32413	-10.6751	-101.769999	-6032385.914	-632763.3395	7836	0	Vent	392	2.75331352121	NotEquant	0	1182.06393211	64.0081338543	1.0	7.0	
383	383	-101.488693	-10.793292	-6015711.558	-639769.0892	7769	-10.801572	-101.496688	-10.779871	-101.477081	317.955692	-10.808425	-101.495974	-6016143.146	-640666.1152	7770	0	Vent	393	5.39931672222	NotEquant	0	1716.74348474	41.5918706137	73.0	7.0	
384	384	-101.168617	-11.838266	-5996739.188	-701709.6508	7467	-11.826369	-101.170902	-11.8534	-101.174138	899.141675	-11.839575	-101.160004	-5996228.616	-701787.2238	7473	0	Vent	394	1.79090198273	NotEquant	0	1610.27460851	-173.317600802	11.0	7.0	
385	385	-101.019179	-12.008336	-5987881.279	-711790.4793	7553	-12.011641	-101.027749	-12.007262	-101.019563	394.716376	-11.995273	-101.01975	-5987915.129	-711016.1596	7558	0	Vent	395	1.36796648337	Equant	1	539.958772805		147.0	7.0	
386	386	-100.96496	-10.135404	-5984667.443	-600773.0211	7710	-10.13959	-100.972039	-10.117223	-100.943961	425.414903	-10.14397	-100.972598	-5985120.188	-601280.7717	7716	0	Vent	396	4.94521724254	NotEquant	0	2103.76911355	51.0222350136	48.0	7.0	
387	387	-100.47658	-9.761058	-5955718.867	-578583.7381	7648	-9.766567	-100.49256	-9.764305	-100.481706	357.963119	-9.762842	-100.511843	-5957809.107	-578689.5195	7669	0	Vent	397	1.80712987669	NotEquant	0	646.885847098	78.0606900375	32.0	7.0	
388	388	-100.624581	-9.575269	-5964491.582	-567571.1814	7668	-9.631277	-100.668	-9.537805	-100.590207	516.568716	-9.550642	-100.565475	-5960988.103	-566111.3984	7693	0	Vent	398	13.8496042354	NotEquant	0	7154.27227698	39.3802382008	132.0	7.0	
389	389	-100.619332	-9.821937	-5964180.493	-582192.3725	7673	-9.846738	-100.649485	-9.816887	-100.609382	597.154879	-9.816584	-100.614193	-5963875.843	-581875.0284	7683	0	Vent	399	4.9066970999	NotEquant	0	2930.05811298	52.9340767861	68.0	7.0	
390	390	-101.49786	-11.083272	-6016254.98	-656957.5789	7669	-11.082443	-101.505549	-11.090433	-101.49967	564.442731	-11.082058	-101.480443	-6015222.554	-656885.6476	7670	0	Vent	400	1.03305203275	Equant	1	583.098710628		2.0	7.0	
391	391	-102.026454	-11.6132	-6047587.21	-688368.9013	7600	-11.629407	-102.029922	-11.54158	-101.988084	721.8174	-11.629118	-102.035877	-6048145.736	-689312.4712	7663	0	Vent	401	7.94440078185	NotEquant	0	5734.40671692	25.0209181026	422.0	7.0	
392	392	-101.774677	-11.908864	-6032663.215	-705894.3268	7358	-11.84679	-101.852444	-11.970284	-101.710747	932.279104	-11.91636	-101.785099	-6033280.978	-706338.6086	7441	0	Vent	402	11.7835495919	NotEquant	0	10985.5570555	131.706222973	42.0	7.0	
393	393	-101.863585	-12.208914	-6037933.184	-723679.6939	7535	-12.20945	-101.871342	-12.219538	-101.869438	523.96198	-12.214982	-101.863157	-6037907.796	-724039.3506	7545	0	Vent	403	1.15837317224	Equant	1	606.943500904		336.0	7.0	
394	394	-102.046088	-11.824496	-6048750.985	-700893.437	7627	-11.832967	-102.072738	-11.822497	-102.023816	982.005334	-11.817286	-102.050799	-6049030.248	-700466.0803	7653	0	Vent	404	2.95317191885	NotEquant	0	2900.03057653	77.6710345227	363.0	7.0	
395	395	-100.173309	-11.200684	-5937742.618	-663917.1818	7474	-11.215437	-100.183398	-11.196972	-100.174261	643.986195	-11.208608	-100.192726	-5938893.519	-664386.8511	7486	0	Vent	405	1.88577559414	NotEquant	0	1214.41344949	25.8925330017	47.0	7.0	
396	396	-99.774808	-11.077523	-5914121.56	-656616.8272	7472	-11.110169	-99.825062	-11.018417	-99.723602	681.733848	-11.020059	-99.722983	-5911049.669	-653210.667	7503	0	Vent	406	11.7512501253	NotEquant	0	8011.22496671	47.350902307	45.0	7.0	
397	397	-99.986745	-11.248741	-5926684.039	-666765.7118	7488	-11.257117	-100.007398	-11.248836	-99.987601	488.026264	-11.245759	-99.988344	-5926778.819	-666588.9807	7488	0	Vent	407	2.55913208375	NotEquant	0	1248.92366992	66.9039261643	49.0	7.0	
398	398	-99.757583	-11.262382	-5913100.58	-667574.3088	7451	-11.248076	-99.789968	-11.272614	-99.742676	351.058544	-11.277444	-99.769719	-5913819.893	-668467.1036	7467	0	Vent	408	8.84361310469	NotEquant	0	3104.62594023	117.885499654	33.0	7.0	
399	399	-99.930624	-11.875442	-5923357.533	-703913.2261	7399	-11.874327	-99.946388	-11.884588	-99.915455	643.986195	-11.885793	-99.934479	-5923586.02	-704526.7581	7412	0	Vent	409	2.93656178156	NotEquant	0	1891.10524809	108.728652747	55.0	7.0	
400	400	-99.803286	-12.60921	-5915809.596	-747407.1212	7437	-12.610224	-99.815582	-12.617268	-99.800353	217.717267	-12.620846	-99.794577	-5915293.383	-748096.8158	7442	0	Vent	410	4.46942870105	NotEquant	0	973.071801844	115.361600635	97.0	7.0	
401	401	-99.89042	-13.013632	-5920974.436	-771379.0997	7360	-13.010063	-99.917356	-13.025958	-99.868529	518.520588	-13.019414	-99.863009	-5919349.634	-771721.8314	7369	0	Vent	411	5.72328527222	NotEquant	0	2967.64124464	108.481225944	11.0	7.0	
402	402	-100.154832	-13.017679	-5936647.358	-771618.972	7546	-12.99317	-100.153785	-13.024199	-100.160828	703.11245	-13.019178	-100.168395	-5937451.296	-771707.8284	7556	0	Vent	412	2.67417091399	NotEquant	0	1880.24286306	-167.530215575	195.0	7.0	
403	403	-100.209003	-12.715153	-5939858.315	-753686.8549	7395	-12.711298	-100.219377	-12.723196	-100.21043	665.117765	-12.713797	-100.22228	-5940645.328	-753606.4611	7401	0	Vent	413	1.31262167769	Equant	1	873.047996554		1.0	7.0	
404	404	-100.103478	-12.350678	-5933603.36	-732082.691	7458	-12.345491	-100.115756	-12.365353	-100.095571	386.661107	-12.370737	-100.090914	-5932858.659	-733271.6736	7460	0	Vent	414	4.28257260088	NotEquant	0	1655.90426267	135.211343558	7.0	7.0	
405	405	-100.219062	-12.138774	-5940454.566	-719522.1477	7450	-12.137191	-100.229464	-12.148649	-100.216197	393.928124	-12.14527	-100.221917	-5940623.816	-719907.1919	7451	0	Vent	415	2.59935977513	NotEquant	0	1023.96091982	131.459165573	51.0	7.0	
406	406	-99.471247	-11.284527	-5896128.052	-668886.9454	7516	-11.297116	-99.480895	-11.289276	-99.468081	335.669558	-11.28517	-99.473816	-5896280.377	-668925.0267	7516	0	Vent	416	2.61066444027	NotEquant	0	876.320578752	58.040760928	113.0	7.0	
407	407	-99.253797	-13.982772	-5883238.792	-828824.6054	7485	-13.982848	-99.264501	-13.992195	-99.251536	738.841226	-13.996264	-99.254082	-5883255.717	-829624.3126	7505	0	Vent	417	1.25508431306	Equant	1	927.308032594		150.0	7.0	
408	408	-100.583068	-12.071406	-5962030.914	-715528.934	7431	-12.059873	-100.588646	-12.098619	-100.576283	271.557037	-12.067623	-100.596916	-5962851.778	-715304.6775	7434	0	Vent	418	8.8433320423	NotEquant	0	2401.46904661	162.672670578	1.0	7.0	
409	409	-100.67355	-12.596707	-5967394.238	-746666.0067	7333	-12.582008	-100.688777	-12.605527	-100.674907	319.418686	-12.581502	-100.690968	-5968426.664	-745764.7494	7351	0	Vent	419	5.02650541873	NotEquant	0	1605.55975602	150.079053598	26.0	7.0	
410	410	-100.641648	-13.278092	-5965503.235	-787054.8855	7204	-13.282539	-100.6519	-13.28058	-100.639688	544.899582	-13.276593	-100.651499	-5966087.149	-786966.0291	7206	0	Vent	420	1.30795750796	Equant	1	712.705499361		38.0	7.0	
411	411	-102.764686	-13.314497	-6091345.7	-789212.772	6933	-13.286832	-102.778707	-13.291656	-102.767702	220.377862	-13.291554	-102.745755	-6090223.571	-787852.8467	6942	0	Vent	421	3.15369597278	NotEquant	0	695.004775878	114.248408649	1.0	7.0	
412	412	-102.553825	-13.636775	-6078846.95	-808315.7123	6842	-13.64665	-102.571012	-13.624639	-102.544478	700.898615	-13.645127	-102.581379	-6080480.214	-808810.7691	6866	0	Vent	422	2.86193031375	NotEquant	0	2005.92299313	49.5191054267	36.0	7.0	
413	413	-101.763505	-13.239974	-6032000.979	-784795.4577	7014	-13.275328	-101.772702	-13.213515	-101.756419	517.395407	-13.276965	-101.768502	-6032297.167	-786988.094	7033	0	Vent	423	7.29729513732	NotEquant	0	3775.58698757	14.3836177105	29.0	7.0	
414	414	-101.928123	-12.957771	-6041758.675	-768067.9792	7051	-12.992638	-101.948832	-12.935531	-101.909333	668.206609	-12.980257	-101.926553	-6041665.587	-769400.8245	7081	0	Vent	424	6.0979858737	NotEquant	0	4074.71446239	33.9858428971	30.0	7.0	
415	415	-102.187211	-13.421378	-6057116.042	-795548.1221	7072	-13.426256	-102.191732	-13.406268	-102.184118	348.726641	-13.410456	-102.182643	-6056845.242	-794900.7401	7071	0	Vent	425	3.61657764791	NotEquant	0	1261.19697507	20.3322158781	1.0	7.0	
416	416	-102.37911	-14.343697	-6068490.807	-850218.2784	7087	-14.303603	-102.375541	-14.384266	-102.395291	532.494207	-14.386884	-102.393958	-6069370.908	-852778.1876	7088	0	Vent	426	9.21136566713	NotEquant	0	4904.99885631	-166.657792209	51.0	7.0	
417	417	-102.327681	-13.826045	-6065442.357	-819534.6352	6971	-13.834773	-102.334122	-13.825124	-102.33171	336.016623	-13.846247	-102.324969	-6065281.569	-820732.0803	6978	0	Vent	427	1.74835438303	NotEquant	0	587.476135591	13.6436771479	81.0	7.0	
418	418	-102.252034	-14.294809	-6060958.404	-847320.4623	7092	-14.294432	-102.255803	-14.304382	-102.258517	432.749403	-14.292739	-102.254319	-6061093.804	-847197.7559	7092	0	Vent	428	1.40710800763	Equant	1	608.925150256		229.0	7.0	
419	419	-102.087079	-13.801351	-6051180.707	-818070.9261	6936	-13.824946	-102.107965	-13.774977	-102.065283	149.597453	-13.808133	-102.096787	-6051756.157	-818472.8953	6943	0	Vent	429	25.6774361053	NotEquant	0	3841.27904092	39.6812575237	48.0	7.0	
420	420	-102.079331	-14.860392	-6050721.474	-880845.2525	6933	-14.873107	-102.0771	-14.855856	-102.073085	479.026654	-14.861606	-102.071193	-6050239.111	-880917.1838	6938	0	Vent	430	2.18399189066	NotEquant	0	1046.19032774	12.6782563412	41.0	7.0	
421	421	-102.098494	-15.353413	-6051857.375	-910068.9055	6978	-15.370738	-102.1037	-15.345903	-102.093587	784.148902	-15.36305	-102.089072	-6051298.85	-910640.1249	6989	0	Vent	431	2.0131708323	NotEquant	0	1578.62569769	21.4395632149	232.0	7.0	
422	422	-102.358637	-14.719106	-6067277.241	-872470.559	6961	-14.725575	-102.368303	-14.712786	-102.361463	327.941215	-14.723175	-102.362349	-6067497.266	-872711.7405	6963	0	Vent	432	2.5977993314	NotEquant	0	851.925469065	27.3526180871	98.0	7.0	
423	423	-101.373183	-14.620127	-6008864.753	-866603.631	7122	-14.633884	-101.378537	-14.605925	-101.376455	494.35426	-14.636332	-101.378751	-6009194.791	-867564.1259	7127	0	Vent	433	3.35494122817	NotEquant	0	1658.5294882	4.12159220909	119.0	7.0	
424	424	-101.61685	-14.378504	-6023308.044	-852281.4545	7056						-14.379717	-101.61271	-6023062.632	-852353.3858	7056	1	NoVent	434			0			1.0	7.0	
425	425	-101.023121	-14.343977	-5988114.942	-850234.9049	7140	-14.338103	-101.02907	-14.360708	-101.02089	547.389507	-14.355327	-101.018838	-5987861.067	-850907.6744	7144	0	Vent	435	2.58914594116	NotEquant	0	1417.27132028	160.681497199	92.0	7.0	
426	426	-100.718272	-13.673844	-5970045.097	-810512.972	7072	-13.641052	-100.744446	-13.722846	-100.684067	624.381471	-13.699471	-100.705708	-5969300.396	-812031.9925	7099	0	Vent	436	9.53834212963	NotEquant	0	5955.5640898	144.357652938	3.0	7.0	
427	427	-100.77328	-14.96362	-5973305.699	-886964.0656	7093	-14.942577	-100.781162	-14.966074	-100.766142	408.359642	-14.949129	-100.762715	-5972679.473	-886105.1208	7105	0	Vent	437	4.00135771209	NotEquant	0	1633.99300282	148.303248613	2.0	7.0	
428	428	-100.826833	-14.719287	-5976480.013	-872481.2595	7206	-14.715792	-100.830253	-14.751484	-100.819248	309.534808	-14.745627	-100.80913	-5975430.661	-874042.5926	7216	0	Vent	438	7.11928494374	NotEquant	0	2203.66649816	163.397134267	92.0	7.0	
429	429	-100.696298	-15.525922	-5968742.623	-920294.3592	7082	-15.48629	-100.710426	-15.561391	-100.684401	332.295909	-15.558973	-100.676025	-5967540.947	-922253.4302	7085	0	Vent	439	14.0977337889	NotEquant	0	4684.61926424	161.539753947	34.0	7.0	
430	430	-100.779974	-15.212975	-5973702.488	-901744.4637	7161	-15.141219	-100.787113	-15.275658	-100.778487	379.971314	-15.27672	-100.776405	-5973490.925	-905522.9744	7170	0	Vent	440	20.9740541521	NotEquant	0	7969.53891609	176.458139039	218.0	7.0	
431	431	-100.52305	-15.153563	-5958473.356	-898222.8875	7153	-15.152894	-100.53569	-15.162412	-100.525875	455.409664	-15.153492	-100.51948	-5958261.794	-898218.6562	7153	0	Vent	441	1.7447014144	NotEquant	0	794.553884914	135.135425935	11.0	7.0	
432	432	-100.985152	-15.304496	-5985864.354	-907169.3741	6974	-15.31855	-100.994819	-15.287468	-100.967752	202.939175	-15.286579	-100.96388	-5984603.44	-906107.3291	6984	0	Vent	442	11.8344438449	NotEquant	0	2401.67227047	40.0321248444	1.0	7.0	
433	433	-100.94956	-15.588756	-5983754.613	-924018.793	6921	-15.607569	-100.961308	-15.582435	-100.94956	390.460816	-15.581974	-100.95784	-5984245.438	-923616.8238	6926	0	Vent	443	4.17674009041	NotEquant	0	1630.85334392	24.2391995056	3.0	7.0	
434	434	-100.927677	-15.530672	-5982457.552	-920575.883	6959	-15.533869	-100.935113	-15.54309	-100.923365	281.256032	-15.533527	-100.923965	-5982237.526	-920745.1332	6957	0	Vent	444	3.07118269501	NotEquant	0	863.788658347	129.170427723	1.0	7.0	
435	435	-100.705056	-15.664019	-5969261.758	-928479.9672	7043	-15.664093	-100.711749	-15.681939	-100.700297	540.316902	-15.675262	-100.721463	-5970234.241	-929146.3899	7047	0	Vent	445	2.2971159969	NotEquant	0	1241.17059898	148.291577792	62.0	7.0	
436	436	-100.712096	-15.802939	-5969679.044	-936714.4249	6970	-15.791711	-100.714922	-15.825767	-100.719086	300.878336	-15.786164	-100.70767	-5969416.706	-935720.08	6983	0	Vent	446	6.74317679927	NotEquant	0	2028.87581472	-173.290872141	1.0	7.0	
437	437	-100.916957	-16.015778	-5981822.087	-949330.3929	6959	-16.001129	-100.913685	-16.025221	-100.92588	358.830384	-16.003755	-100.902097	-5980941.281	-948617.7085	6967	0	Vent	447	4.41771053636	NotEquant	0	1585.20876816	-154.056731183	2.0	7.0	
438	438	-100.692854	-16.16737	-5968538.461	-958315.9667	6814	-16.157629	-100.714864	-16.184547	-100.681254	411.204067	-16.147616	-100.714264	-5969807.555	-957145.0374	6830	0	Vent	448	6.04766235556	NotEquant	0	2486.82335645	129.828927339	1.0	7.0	
439	439	-100.767242	-16.214303	-5972947.79	-961097.8781	6836	-16.200844	-100.775868	-16.230587	-100.773191	446.361745	-16.222654	-100.769955	-5973108.578	-961592.9349	6838	0	Vent	449	3.95722486649	NotEquant	0	1766.35379676	175.060931545	2.0	7.0	
440	440	-100.618701	-16.34454	-5964143.041	-968817.6821	6798	-16.344763	-100.625244	-16.359338	-100.605167	301.523306	-16.35589	-100.621128	-5964286.903	-969490.4516	6801	0	Vent	450	4.74025066607	NotEquant	0	1429.2960521	127.112441044	20.0	7.0	
441	441	-100.670326	-16.660162	-5967203.143	-987526.0361	6805	-16.629898	-100.684901	-16.6934	-100.670772	836.739654	-16.644374	-100.66063	-5966628.398	-986590.2235	6811	0	Vent	451	4.59116259809	NotEquant	0	3841.60780379	167.969205937	3.0	7.0	
442	442	-100.568102	-16.812307	-5961143.852	-996544.3918	6711	-16.80554	-100.575241	-16.822196	-100.564831	1053.765729	-16.816423	-100.550804	-5960118.478	-996788.3942	6714	0	Vent	452	1.08979299524	Equant	1	1148.38651008		8.0	7.0	
