	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
342	342	-95.1837	-17.8224	5394						-5.64149e+06	-1.05606e+06	5401	1	NoVent				0		0	6	Syria Planum
343	343	-102.305	-12.2508	7123	-12.2366	-102.297	-12.2517	-102.291	879.1	-6.06431e+06	-726790	7125	0	Vent		967.458	1.10051	1	Equant	0	6	Syria Planum
344	344	-104.219	-13.8721	6729	-13.8734	-104.229	-13.9077	-104.207	749	-6.17634e+06	-820826	6761	0	Vent	-31.5295	2384.65	3.18378	0	NotEquant	0	6	Syria Planum
345	345	-106.672	-10.3276	6740	-10.3354	-106.678	-10.3393	-106.661	389.2	-6.32323e+06	-612407	6753	0	Vent	-77.0546	1035.43	2.66041	0	NotEquant	0	6	Syria Planum
346	346	-106.553	-10.1931	6640						-6.31576e+06	-604061	6640	1	NoVent				0		0	6	Syria Planum
347	347	-106.61	-10.3594	6667	-10.356	-106.618	-10.3576	-106.604	115.9	-6.31986e+06	-613757	6682	0	Vent	-83.339	825.471	7.12227	0	NotEquant	0	6	Syria Planum
348	348	-105.13	-8.33519	7010	-8.3427	-105.155	-8.34008	-105.141	411.6	-6.23056e+06	-493909	7016	0	Vent	78.6399	787.824	1.91405	0	NotEquant	0	6	Syria Planum
349	349	-105.792	-9.8582	6785	-9.84391	-105.841	-9.87395	-105.713	868.2	-6.27228e+06	-584177	6800	0	Vent	-76.5801	7664.36	8.82788	0	NotEquant	0	6	Syria Planum
350	350	-106.226	-10.4839	6663	-10.514	-106.236	-10.4775	-106.228	553.6	-6.29725e+06	-621651	6665	0	Vent	11.7434	2210.82	3.99354	0	NotEquant	0	6	Syria Planum
351	351	-105.153	-9.28443	6903	-9.289	-105.183	-9.29579	-105.137	187	-6.23104e+06	-551317	6915	0	Vent	-81.3824	2679.92	14.3311	0	NotEquant	0	6	Syria Planum
352	352	-107.252	-10.7674	6384	-10.7616	-107.258	-10.7778	-107.25	567.8	-6.35689e+06	-638368	6383	0	Vent	-24.6563	1050.24	1.84966	0	NotEquant	0	6	Syria Planum
353	353	-107.421	-10.9351	6444	-10.9106	-107.517	-10.9588	-107.362	683.1	-6.36902e+06	-647171	6449	0	Vent	-72.3685	9419.72	13.7897	0	NotEquant	0	6	Syria Planum
354	354	-106.061	-10.8987	6559	-10.9096	-106.085	-10.8996	-106.051	647.9	-6.28611e+06	-645794	6564	0	Vent	73.2952	2056.77	3.17452	0	NotEquant	0	6	Syria Planum
355	355	-105.298	-12.6075	6416	-12.596	-105.294	-12.6028	-105.28	369.2	-6.24126e+06	-746262	6420	0	Vent	-63.1895	899.011	2.43502	0	NotEquant	0	6	Syria Planum
356	356	-104.807	-13.5615	6127	-13.585	-104.856	-13.5461	-104.766	256.2	-6.21104e+06	-803230	6155	0	Vent	66.1082	5680.98	22.174	0	NotEquant	0	6	Syria Planum
357	357	-104.914	-13.4908	6149	-13.4998	-104.958	-13.4901	-104.899	653.8	-6.21855e+06	-799517	6151	0	Vent	80.4337	3454.12	5.28314	0	NotEquant	0	6	Syria Planum
358	358	-103.467	-8.11864	7319	-8.14712	-103.49	-8.10334	-103.441	436.5	-6.13422e+06	-482759	7338	0	Vent	47.9449	3866.95	8.859	0	NotEquant	0	6	Syria Planum
359	359	-104.914	-10.0934	6856	-10.0627	-104.946	-10.1346	-104.871	443	-6.22041e+06	-598104	6857	0	Vent	-45.6626	6084.22	13.7341	0	NotEquant	0	6	Syria Planum
360	360	-103.648	-12.1187	6789	-12.0842	-103.68	-12.1499	-103.612	919.9	-6.14212e+06	-718446	6794	0	Vent	-45.3668	5531.36	6.013	0	NotEquant	0	6	Syria Planum
361	361	-103.437	-9.81016	7100	-9.82372	-103.452	-9.81468	-103.43	497.7	-6.13104e+06	-581811	7102	0	Vent	67.6952	1409.47	2.83197	0	NotEquant	0	6	Syria Planum
362	362	-103.847	-12.6913	6623	-12.7487	-103.903	-12.6606	-103.807	431.2	-6.15416e+06	-751382	6634	0	Vent	46.818	7610.51	17.6496	0	NotEquant	0	6	Syria Planum
363	363	-102.531	-12.7939	7035	-12.7964	-102.539	-12.7956	-102.534	269.7	-6.07738e+06	-758408	7044	0	Vent		278.258	1.03173	1	Equant	0	6	Syria Planum
364	364	-102.584	-12.8377	7025	-12.8418	-102.595	-12.8376	-102.583	479.6	-6.08184e+06	-761211	7052	0	Vent	71.131	765.95	1.59706	0	NotEquant	0	6	Syria Planum
365	365	-102.623	-12.8612	7071	-12.8677	-102.638	-12.8569	-102.622	248.4	-6.08333e+06	-762537	7088	0	Vent	54.8415	1114.77	4.48781	0	NotEquant	0	6	Syria Planum
366	366	-102.479	-12.7918	7191	-12.7948	-102.488	-12.7971	-102.476	641.8	-6.07404e+06	-758276	7198	0	Vent		661.939	1.03138	1	Equant	0	6	Syria Planum
367	367	-103.143	-13.2783	6903	-13.2511	-103.14	-13.3399	-103.141	487.7	-6.11252e+06	-784734	6939	0	Vent	0.448482	5251.44	10.7678	0	NotEquant	0	6	Syria Planum
368	368	-103.083	-12.5948	6909	-12.5662	-103.076	-12.6823	-103.083	450.3	-6.10964e+06	-749458	6912	0	Vent	3.43204	6882.66	15.2846	0	NotEquant	0	6	Syria Planum
369	369	-103.118	-14.2811	6799	-14.2588	-103.11	-14.3278	-103.134	638.7	-6.11201e+06	-846774	6811	0	Vent	19.1601	4322.24	6.76725	0	NotEquant	0	6	Syria Planum
370	370	-105.258	-8.69615	6962	-8.7084	-105.272	-8.69246	-105.211	327.1	-6.23987e+06	-516075	6976	0	Vent	75.3397	3725.74	11.3902	0	NotEquant	0	6	Syria Planum
371	371	-105.397	-8.73872	6977	-8.75122	-105.42	-8.74408	-105.389	504.9	-6.24906e+06	-518446	6981	0	Vent	76.859	1857.57	3.67909	0	NotEquant	0	6	Syria Planum
372	372	-105.337	-8.72177	6986	-8.73426	-105.356	-8.72879	-105.334	385.6	-6.24404e+06	-517475	6990	0	Vent	75.6572	1307.04	3.38962	0	NotEquant	0	6	Syria Planum
373	373	-102.641	-10.8426	7334	-10.843	-102.651	-10.8418	-102.626	779.8	-6.08468e+06	-642587	7337	0	Vent	87.1721	1425.97	1.82863	0	NotEquant	0	6	Syria Planum
374	374	-102.521	-11.1347	7542	-11.1391	-102.53	-11.1267	-102.507	923.4	-6.07723e+06	-661032	7558	0	Vent	61.5989	1539.01	1.66668	0	NotEquant	0	6	Syria Planum
375	375	-102.427	-10.7932	7369	-10.8147	-102.462	-10.7814	-102.395	889	-6.06985e+06	-639757	7384	0	Vent	63.1942	4369.56	4.91514	0	NotEquant	0	6	Syria Planum
376	376	-101.393	-8.11456	7417	-8.11682	-101.392	-8.11396	-101.389	178.5	-6.01018e+06	-480857	7417	0	Vent	52.1564	275.334	1.54249	0	NotEquant	0	6	Syria Planum
377	377	-101.356	-8.93887	7288	-8.95678	-101.368	-8.92409	-101.347	301.5	-6.00691e+06	-528550	7295	0	Vent	32.7327	2299.45	7.62669	0	NotEquant	0	6	Syria Planum
378	378	-100.654	-8.73078	7464	-8.74599	-100.676	-8.72415	-100.644	158.9	-5.96569e+06	-516969	7472	0	Vent	55.9448	2307.81	14.5236	0	NotEquant	0	6	Syria Planum
379	379	-100.067	-9.61939	7478	-9.65168	-100.092	-9.56792	-100.046	252.6	-5.93094e+06	-569812	7480	0	Vent	28.5239	5640.04	22.3279	0	NotEquant	0	6	Syria Planum
380	380	-99.3161	-10.0525	7366	-10.0477	-99.333	-10.065	-99.2995	824.5	-5.88735e+06	-596185	7374	0	Vent	-62.2919	2204.55	2.67381	0	NotEquant	0	6	Syria Planum
381	381	-101.445	-10.3133	8073	-10.3193	-101.457	-10.317	-101.431	1014.4	-6.0124e+06	-612480	8086	0	Vent	84.9882	1546.15	1.5242	0	NotEquant	0	6	Syria Planum
382	382	-101.765	-10.6738	7837	-10.6821	-101.794	-10.6734	-101.776	429.3	-6.03239e+06	-632763	7836	0	Vent	64.0081	1182.06	2.75347	0	NotEquant	0	6	Syria Planum
383	383	-101.489	-10.7933	7769	-10.8016	-101.497	-10.7799	-101.477	318	-6.01614e+06	-640666	7770	0	Vent	41.5919	1716.74	5.39856	0	NotEquant	0	6	Syria Planum
384	384	-101.169	-11.8383	7467	-11.8264	-101.171	-11.8534	-101.174	899.1	-5.99623e+06	-701787	7473	0	Vent	6.6824	1610.27	1.79098	0	NotEquant	0	6	Syria Planum
385	385	-101.019	-12.0083	7553	-12.0116	-101.028	-12.0073	-101.02	394.7	-5.98792e+06	-711016	7558	0	Vent		539.959	1.36802	1	Equant	0	6	Syria Planum
386	386	-100.965	-10.1354	7710	-10.1396	-100.972	-10.1172	-100.944	425.4	-5.98512e+06	-601281	7716	0	Vent	51.0222	2103.77	4.94539	0	NotEquant	0	6	Syria Planum
387	387	-100.477	-9.76106	7648	-9.76657	-100.493	-9.76431	-100.482	358	-5.95781e+06	-578690	7669	0	Vent	78.0607	646.886	1.80694	0	NotEquant	0	6	Syria Planum
388	388	-100.625	-9.57527	7668	-9.63128	-100.668	-9.53781	-100.59	516.6	-5.96099e+06	-566111	7693	0	Vent	39.3802	7154.27	13.8488	0	NotEquant	0	6	Syria Planum
389	389	-100.619	-9.82194	7673	-9.84674	-100.649	-9.81689	-100.609	597.2	-5.96388e+06	-581875	7683	0	Vent	52.9341	2930.06	4.90633	0	NotEquant	0	6	Syria Planum
390	390	-101.498	-11.0833	7669	-11.0824	-101.506	-11.0904	-101.5	564.4	-6.01522e+06	-656886	7670	0	Vent		583.099	1.03313	1	Equant	0	6	Syria Planum
391	391	-102.026	-11.6132	7600	-11.6294	-102.03	-11.5416	-101.988	721.8	-6.04815e+06	-689312	7663	0	Vent	25.0209	5734.41	7.94459	0	NotEquant	0	6	Syria Planum
392	392	-101.775	-11.9089	7358	-11.8468	-101.852	-11.9703	-101.711	932.3	-6.03328e+06	-706339	7441	0	Vent	-48.2938	10985.6	11.7833	0	NotEquant	0	6	Syria Planum
393	393	-101.864	-12.2089	7535	-12.2095	-101.871	-12.2195	-101.869	524	-6.03791e+06	-724039	7545	0	Vent		606.944	1.15829	1	Equant	0	6	Syria Planum
394	394	-102.046	-11.8245	7627	-11.833	-102.073	-11.8225	-102.024	982	-6.04903e+06	-700466	7653	0	Vent	77.671	2900.03	2.95319	0	NotEquant	0	6	Syria Planum
395	395	-100.173	-11.2007	7474	-11.2154	-100.183	-11.197	-100.174	644	-5.93889e+06	-664387	7486	0	Vent	25.8925	1214.41	1.88574	0	NotEquant	0	6	Syria Planum
396	396	-99.7748	-11.0775	7472	-11.1102	-99.8251	-11.0184	-99.7236	681.7	-5.91105e+06	-653211	7503	0	Vent	47.3509	8011.22	11.7518	0	NotEquant	0	6	Syria Planum
397	397	-99.9867	-11.2487	7488	-11.2571	-100.007	-11.2488	-99.9876	488	-5.92678e+06	-666589	7488	0	Vent	66.9039	1248.92	2.55927	0	NotEquant	0	6	Syria Planum
398	398	-99.7576	-11.2624	7451	-11.2481	-99.79	-11.2726	-99.7427	351.1	-5.91382e+06	-668467	7467	0	Vent	-62.1145	3104.63	8.84257	0	NotEquant	0	6	Syria Planum
399	399	-99.9306	-11.8754	7399	-11.8743	-99.9464	-11.8846	-99.9155	644	-5.92359e+06	-704527	7412	0	Vent	-71.2713	1891.11	2.9365	0	NotEquant	0	6	Syria Planum
400	400	-99.8033	-12.6092	7437	-12.6102	-99.8156	-12.6173	-99.8004	217.7	-5.91529e+06	-748097	7442	0	Vent	-64.6384	973.072	4.46978	0	NotEquant	0	6	Syria Planum
401	401	-99.8904	-13.0136	7360	-13.0101	-99.9174	-13.026	-99.8685	518.5	-5.91935e+06	-771722	7369	0	Vent	-71.5188	2967.64	5.72351	0	NotEquant	0	6	Syria Planum
402	402	-100.155	-13.0177	7546	-12.9932	-100.154	-13.0242	-100.161	703.1	-5.93745e+06	-771708	7556	0	Vent	12.4698	1880.24	2.67422	0	NotEquant	0	6	Syria Planum
403	403	-100.209	-12.7152	7395	-12.7113	-100.219	-12.7232	-100.21	665.1	-5.94065e+06	-753606	7401	0	Vent		873.048	1.31266	1	Equant	0	6	Syria Planum
404	404	-100.103	-12.3507	7458	-12.3455	-100.116	-12.3654	-100.096	386.7	-5.93286e+06	-733272	7460	0	Vent	-44.7887	1655.9	4.28214	0	NotEquant	0	6	Syria Planum
405	405	-100.219	-12.1388	7450	-12.1372	-100.229	-12.1486	-100.216	393.9	-5.94062e+06	-719907	7451	0	Vent	-48.5408	1023.96	2.59955	0	NotEquant	0	6	Syria Planum
406	406	-99.4712	-11.2845	7516	-11.2971	-99.4809	-11.2893	-99.4681	335.7	-5.89628e+06	-668925	7516	0	Vent	58.0408	876.321	2.61043	0	NotEquant	0	6	Syria Planum
407	407	-99.2538	-13.9828	7485	-13.9828	-99.2645	-13.9922	-99.2515	738.8	-5.88326e+06	-829624	7505	0	Vent		927.308	1.25515	1	Equant	0	6	Syria Planum
408	408	-100.583	-12.0714	7431	-12.0599	-100.589	-12.0986	-100.576	271.6	-5.96285e+06	-715305	7434	0	Vent	-17.3273	2401.47	8.84193	0	NotEquant	0	6	Syria Planum
409	409	-100.674	-12.5967	7333	-12.582	-100.689	-12.6055	-100.675	319.4	-5.96843e+06	-745765	7351	0	Vent	-29.9209	1605.56	5.0268	0	NotEquant	0	6	Syria Planum
410	410	-100.642	-13.2781	7204	-13.2825	-100.652	-13.2806	-100.64	544.9	-5.96609e+06	-786966	7206	0	Vent		712.705	1.30796	1	Equant	0	6	Syria Planum
411	411	-102.765	-13.3145	6933	-13.2868	-102.779	-13.2917	-102.768	220.4	-6.09022e+06	-787853	6942	0	Vent	-65.7516	695.005	3.15338	0	NotEquant	0	6	Syria Planum
412	412	-102.554	-13.6368	6842	-13.6466	-102.571	-13.6246	-102.544	700.9	-6.08048e+06	-808811	6866	0	Vent	49.5191	2005.92	2.86192	0	NotEquant	0	6	Syria Planum
413	413	-101.764	-13.24	7014	-13.2753	-101.773	-13.2135	-101.756	517.4	-6.0323e+06	-786988	7033	0	Vent	14.3836	3775.59	7.29723	0	NotEquant	0	6	Syria Planum
414	414	-101.928	-12.9578	7051	-12.9926	-101.949	-12.9355	-101.909	668.2	-6.04167e+06	-769401	7081	0	Vent	33.9858	4074.71	6.09805	0	NotEquant	0	6	Syria Planum
415	415	-102.187	-13.4214	7072	-13.4263	-102.192	-13.4063	-102.184	348.7	-6.05685e+06	-794901	7071	0	Vent	20.3322	1261.2	3.61685	0	NotEquant	0	6	Syria Planum
416	416	-102.379	-14.3437	7087	-14.3036	-102.376	-14.3843	-102.395	532.5	-6.06937e+06	-852778	7088	0	Vent	13.3422	4905	9.21127	0	NotEquant	0	6	Syria Planum
417	417	-102.328	-13.826	6971	-13.8348	-102.334	-13.8251	-102.332	336	-6.06528e+06	-820732	6978	0	Vent	13.6437	587.476	1.74844	0	NotEquant	0	6	Syria Planum
418	418	-102.252	-14.2948	7092	-14.2944	-102.256	-14.3044	-102.259	432.7	-6.06109e+06	-847198	7092	0	Vent		608.925	1.40727	1	Equant	0	6	Syria Planum
419	419	-102.087	-13.8014	6936	-13.8249	-102.108	-13.775	-102.065	149.6	-6.05176e+06	-818473	6943	0	Vent	39.6813	3841.28	25.677	0	NotEquant	0	6	Syria Planum
420	420	-102.079	-14.8604	6933	-14.8731	-102.077	-14.8559	-102.073	479	-6.05024e+06	-880917	6938	0	Vent	12.6783	1046.19	2.18411	0	NotEquant	0	6	Syria Planum
421	421	-102.098	-15.3534	6978	-15.3707	-102.104	-15.3459	-102.094	784.1	-6.0513e+06	-910640	6989	0	Vent	21.4396	1578.63	2.0133	0	NotEquant	0	6	Syria Planum
422	422	-102.359	-14.7191	6961	-14.7256	-102.368	-14.7128	-102.361	327.9	-6.0675e+06	-872712	6963	0	Vent	27.3526	851.925	2.59813	0	NotEquant	0	6	Syria Planum
423	423	-101.373	-14.6201	7122	-14.6339	-101.379	-14.6059	-101.376	494.4	-6.00919e+06	-867564	7127	0	Vent	4.12159	1658.53	3.35463	0	NotEquant	0	6	Syria Planum
424	424	-101.617	-14.3785	7056						-6.02306e+06	-852353	7056	1	NoVent				0		0	6	Syria Planum
425	425	-101.023	-14.344	7140	-14.3381	-101.029	-14.3607	-101.021	547.4	-5.98786e+06	-850908	7144	0	Vent	-19.3185	1417.27	2.5891	0	NotEquant	0	6	Syria Planum
426	426	-100.718	-13.6738	7072	-13.6411	-100.744	-13.7228	-100.684	624.4	-5.9693e+06	-812032	7099	0	Vent	-35.6423	5955.56	9.53806	0	NotEquant	0	6	Syria Planum
427	427	-100.773	-14.9636	7093	-14.9426	-100.781	-14.9661	-100.766	408.4	-5.97268e+06	-886105	7105	0	Vent	-31.6968	1633.99	4.00096	0	NotEquant	0	6	Syria Planum
428	428	-100.827	-14.7193	7206	-14.7158	-100.83	-14.7515	-100.819	309.5	-5.97543e+06	-874043	7216	0	Vent	-16.6029	2203.67	7.12009	0	NotEquant	0	6	Syria Planum
429	429	-100.696	-15.5259	7082	-15.4863	-100.71	-15.5614	-100.684	332.3	-5.96754e+06	-922253	7085	0	Vent	-18.4602	4684.62	14.0976	0	NotEquant	0	6	Syria Planum
430	430	-100.78	-15.213	7161	-15.1412	-100.787	-15.2757	-100.778	380	-5.97349e+06	-905523	7170	0	Vent	-3.54186	7969.54	20.9725	0	NotEquant	0	6	Syria Planum
431	431	-100.523	-15.1536	7153	-15.1529	-100.536	-15.1624	-100.526	455.4	-5.95826e+06	-898219	7153	0	Vent	-44.8646	794.554	1.74474	0	NotEquant	0	6	Syria Planum
432	432	-100.985	-15.3045	6974	-15.3186	-100.995	-15.2875	-100.968	202.9	-5.9846e+06	-906107	6984	0	Vent	40.0321	2401.67	11.8367	0	NotEquant	0	6	Syria Planum
433	433	-100.95	-15.5888	6921	-15.6076	-100.961	-15.5824	-100.95	390.5	-5.98425e+06	-923617	6926	0	Vent	24.2392	1630.85	4.17632	0	NotEquant	0	6	Syria Planum
434	434	-100.928	-15.5307	6959	-15.5339	-100.935	-15.5431	-100.923	281.3	-5.98224e+06	-920745	6957	0	Vent	-50.8296	863.789	3.0707	0	NotEquant	0	6	Syria Planum
435	435	-100.705	-15.664	7043	-15.6641	-100.712	-15.6819	-100.7	540.3	-5.97023e+06	-929146	7047	0	Vent	-31.7084	1241.17	2.29719	0	NotEquant	0	6	Syria Planum
436	436	-100.712	-15.8029	6970	-15.7917	-100.715	-15.8258	-100.719	300.9	-5.96942e+06	-935720	6983	0	Vent	6.70913	2028.88	6.74269	0	NotEquant	0	6	Syria Planum
437	437	-100.917	-16.0158	6959	-16.0011	-100.914	-16.0252	-100.926	358.8	-5.98094e+06	-948618	6967	0	Vent	25.9433	1585.21	4.41808	0	NotEquant	0	6	Syria Planum
438	438	-100.693	-16.1674	6814	-16.1576	-100.715	-16.1845	-100.681	411.2	-5.96981e+06	-957145	6830	0	Vent	-50.1711	2486.82	6.04772	0	NotEquant	0	6	Syria Planum
439	439	-100.767	-16.2143	6836	-16.2008	-100.776	-16.2306	-100.773	446.4	-5.97311e+06	-961593	6838	0	Vent	-4.93907	1766.35	3.95689	0	NotEquant	0	6	Syria Planum
440	440	-100.619	-16.3445	6798	-16.3448	-100.625	-16.3593	-100.605	301.5	-5.96429e+06	-969490	6801	0	Vent	-52.8876	1429.3	4.74062	0	NotEquant	0	6	Syria Planum
441	441	-100.67	-16.6602	6805	-16.6299	-100.685	-16.6934	-100.671	836.7	-5.96663e+06	-986590	6811	0	Vent	-12.0308	3841.61	4.59138	0	NotEquant	0	6	Syria Planum
442	442	-100.568	-16.8123	6711	-16.8055	-100.575	-16.8222	-100.565	1053.8	-5.96012e+06	-996788	6714	0	Vent		1148.39	1.08976	1	Equant	0	6	Syria Planum
443	443	-101.01	-16.6361	6776	-16.7183	-101.034	-16.6498	-101.021	417.7	-5.988e+06	-985714	6777	0	Vent	10.921	4129.33	9.88588	0	NotEquant	0	6	Syria Planum
444	444	-100.423	-14.7397	7428	-14.706	-100.458	-14.7481	-100.42	1135.5	-5.95219e+06	-874472	7442	0	Vent	-40.8002	3292.03	2.89919	0	NotEquant	0	6	Syria Planum
445	445	-100.467	-14.4456	7425	-14.4467	-100.474	-14.4526	-100.469	293.6	-5.95549e+06	-856373	7433	0	Vent	-41.6765	467.454	1.59215	0	NotEquant	0	6	Syria Planum
446	446	-100.253	-13.9335	7447	-13.9338	-100.258	-13.9313	-100.246	429.3	-5.94299e+06	-826296	7455	0	Vent	78.1796	714.782	1.66499	0	NotEquant	0	6	Syria Planum
447	447	-100.264	-14.2433	7268	-14.2352	-100.269	-14.2607	-100.253	546.6	-5.94249e+06	-845769	7285	0	Vent	-31.8819	1777.4	3.25173	0	NotEquant	0	6	Syria Planum
448	448	-100.297	-14.3614	7344	-14.3542	-100.3	-14.3651	-100.296	374.5	-5.94341e+06	-852269	7348	0	Vent	-20.5001	685.427	1.83024	0	NotEquant	0	6	Syria Planum
449	449	-100.034	-14.6799	7387	-14.669	-100.048	-14.6865	-100.035	600.5	-5.9291e+06	-870351	7397	0	Vent	-34.349	1255.07	2.09004	0	NotEquant	0	6	Syria Planum
450	450	-100.076	-15.7861	6999	-15.7647	-100.084	-15.8147	-100.074	282.2	-5.93229e+06	-935628	7001	0	Vent	-11.3769	3021.5	10.707	0	NotEquant	0	6	Syria Planum
451	451	-100.304	-15.621	7007	-15.6144	-100.313	-15.627	-100.306	363	-5.94576e+06	-926288	7013	0	Vent	-25.0284	820.348	2.25991	0	NotEquant	0	6	Syria Planum
452	452	-100.018	-16.329	6805	-16.3325	-100.023	-16.3302	-100.016	363.5	-5.92815e+06	-967628	6813	0	Vent		463.309	1.27458	1	Equant	0	6	Syria Planum
453	453	-99.97	-15.9433	6960	-15.9271	-99.9961	-15.9607	-99.9498	391.5	-5.924e+06	-945823	6968	0	Vent	-52.8479	3301.45	8.43281	0	NotEquant	0	6	Syria Planum
454	454	-100.053	-15.0652	7280	-15.0596	-100.059	-15.0757	-100.048	850.8	-5.93047e+06	-892633	7291	0	Vent		1134.63	1.3336	1	Equant	0	6	Syria Planum
455	455	-100.251	-16.2238	6820	-16.2174	-100.261	-16.2308	-100.252	546.6	-5.94253e+06	-962437	6839	0	Vent	-31.1093	920.837	1.68466	0	NotEquant	0	6	Syria Planum
456	456	-100.299	-16.3365	6811	-16.3458	-100.306	-16.329	-100.301	310	-5.94516e+06	-968541	6811	0	Vent	14.6685	1024.49	3.3048	0	NotEquant	0	6	Syria Planum
457	457	-100.237	-16.9925	6505	-16.9987	-100.242	-16.9876	-100.241	335.1	-5.94212e+06	-1.00701e+06	6508	0	Vent	6.58644	657.599	1.9624	0	NotEquant	0	6	Syria Planum
458	458	-98.8684	-20.2329	5274	-19.9762	-98.9577	-20.5202	-98.8164	203.5	-5.86192e+06	-1.19358e+06	5302	0	Vent	-13.6762	33125.9	162.781	0	NotEquant	0	6	Syria Planum
459	459	-98.4557	-21.5686	4987	-21.4283	-98.5035	-21.5733	-98.4496	232.7	-5.84061e+06	-1.2701e+06	5041	0	Vent	-19.0899	9077.02	39.0074	0	NotEquant	0	6	Syria Planum
460	460	-100.006	-13.5424	7439	-13.5175	-100.006	-13.5375	-99.9927	322.8	-5.92765e+06	-801413	7443	0	Vent	-33.8299	1417.49	4.39122	0	NotEquant	0	6	Syria Planum
461	461	-99.8377	-13.5547	7500	-13.5488	-99.8511	-13.5613	-99.8491	304.3	-5.91842e+06	-803602	7502	0	Vent	-8.65792	748.887	2.46101	0	NotEquant	0	6	Syria Planum
462	462	-99.6521	-13.7753	7517	-13.78	-99.6751	-13.7844	-99.6492	364.1	-5.90686e+06	-817096	7517	0	Vent	-80.1485	1512.36	4.1537	0	NotEquant	0	6	Syria Planum
463	463	-99.8151	-14.9023	7334	-14.9031	-99.822	-14.9155	-99.8154	429.9	-5.91668e+06	-883368	7334	0	Vent	-27.404	823.943	1.91659	0	NotEquant	0	6	Syria Planum
464	464	-99.9415	-15.6368	7080	-15.6537	-99.9525	-15.6601	-99.9467	243.8	-5.92447e+06	-928165	7090	0	Vent	-40.8199	506.009	2.07551	0	NotEquant	0	6	Syria Planum
465	465	-99.4138	-15.4413	7219	-15.4395	-99.4209	-15.447	-99.4121	380.7	-5.89243e+06	-915300	7219	0	Vent	-48.5477	669.889	1.75963	0	NotEquant	0	6	Syria Planum
