	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
988	988	-128.59	13.8273	711	13.8166	-128.596	13.8335	-128.584	270.2	-7.62212e+06	819455	711	0	Vent	33.5996	1204.27	4.45696	0	NotEquant	0	0	Olympus
989	989	-128.342	15.911	868	15.9105	-128.353	15.9004	-128.334	271.8	-7.60774e+06	943041	866	0	Vent	-61.0885	1237.43	4.55271	0	NotEquant	0	0	Olympus
990	990	-128.301	16.2093	926	16.2095	-128.326	16.2039	-128.275	288.2	-7.60595e+06	960222	936	0	Vent	-83.348	2883.81	10.0063	0	NotEquant	0	0	Olympus
991	991	-128.997	14.9854	669	14.9887	-129.01	14.9727	-128.986	248.3	-7.64571e+06	887958	670	0	Vent	-55.2269	1666.06	6.70988	0	NotEquant	0	0	Olympus
992	992	-128.79	22.7055	-714	22.7178	-128.824	22.6785	-128.763	119.9	-7.63375e+06	1.34515e+06	-708	0	Vent	-55.0985	4058.71	33.8508	0	NotEquant	0	0	Olympus
993	993	-126.686	15.9429	1213	15.9495	-126.704	15.9367	-126.67	275.3	-7.50819e+06	944491	1232	0	Vent	-68.5847	2072.12	7.52677	0	NotEquant	0	0	Olympus
994	994	-138.776	20.537	-628	20.5358	-138.795	20.5239	-138.761	357.7	-8.22499e+06	1.21646e+06	-460	0	Vent	-69.4651	2006.31	5.60891	0	NotEquant	0	0	Olympus
995	995	-132.099	13.9803	914	13.9795	-132.098	13.9799	-132.097	60	-7.83002e+06	828676	914	0	Vent	77.0903	100.901	1.68168	0	NotEquant	0	0	Olympus
996	996	-132.114	14.0508	1088	14.0498	-132.113	14.0506	-132.111	67.9	-7.83099e+06	832818	1088	0	Vent		87.2593	1.28511	1	Equant	0	0	Olympus
997	997	-132.218	16.6337	16756	16.6331	-132.216	16.634	-132.218	53.5	-7.83701e+06	986045	16756	0	Vent	-66.4899	141.203	2.63931	0	NotEquant	0	0	Olympus
998	998	-134.126	14.818	8173	14.8197	-134.119	14.8146	-134.125	39.9	-7.94999e+06	878338	8187	0	Vent	48.3458	455.428	11.4142	0	NotEquant	0	0	Olympus
999	999	-133.322	15.0353	8926	15.0357	-133.321	15.0266	-133.32	50.8	-7.90272e+06	891303	8926	0	Vent	-5.73132	544.749	10.7234	0	NotEquant	0	0	Olympus
1000	1000	-132.359	14.0037	1601	14.0038	-132.357	13.9975	-132.36	50.5	-7.84539e+06	830011	1601	0	Vent	28.7779	425.61	8.42793	0	NotEquant	0	0	Olympus
1001	1001	-130.514	15.8706	7249	15.8733	-130.509	15.8709	-130.509	63.1	-7.73612e+06	940816	7249	0	Vent	-8.21009	142.275	2.25475	0	NotEquant	0	0	Olympus
1002	1002	-128.672	18.0602	989	18.0576	-128.671	18.0571	-128.669	55.6	-7.62679e+06	1.07046e+06	1008	0	Vent		80.0984	1.44062	1	Equant	0	0	Olympus
1003	1003	-128.671	18.019	921	18.0196	-128.668	18.0126	-128.67	78.6	-7.62678e+06	1.0681e+06	921	0	Vent	15.5655	434.049	5.52225	0	NotEquant	0	0	Olympus
1004	1004	-128.302	18.7457	1370	18.744	-128.299	18.7406	-128.299	186.2	-7.60497e+06	1.11111e+06	1370	0	Vent		203.063	1.09056	1	Equant	0	0	Olympus
1005	1005	-131.694	19.4079	15561	19.4091	-131.693	19.4065	-131.691	167.7	-7.80602e+06	1.15051e+06	15561	0	Vent		201.649	1.20244	1	Equant	0	0	Olympus
1006	1006	-128.524	19.2787	1947	19.2717	-128.525	19.2741	-128.522	56.4	-7.6175e+06	1.14266e+06	1959	0	Vent	55.0449	243.204	4.31212	0	NotEquant	0	0	Olympus
1007	1007	-128.395	19.3005	1651	19.2987	-128.392	19.2984	-128.389	90.3	-7.61054e+06	1.144e+06	1651	0	Vent	-85.4209	211.927	2.34692	0	NotEquant	0	0	Olympus
1008	1008	-128.328	19.2842	1463	19.2789	-128.329	19.2854	-128.327	102.2	-7.60676e+06	1.1431e+06	1463	0	Vent	11.2663	387.615	3.79272	0	NotEquant	0	0	Olympus
1009	1009	-129.232	20.6009	2456	20.5995	-129.232	20.6019	-129.231	80.2	-7.66016e+06	1.22098e+06	2456	0	Vent	35.3285	170.861	2.13044	0	NotEquant	0	0	Olympus
1010	1010	-129.267	21.0803	1636	21.0828	-129.266	21.0781	-129.262	93.4	-7.66201e+06	1.24956e+06	1633	0	Vent	-36.8381	348.344	3.72959	0	NotEquant	0	0	Olympus
1011	1011	-129.189	21.2056	1191	21.2039	-129.19	21.2101	-129.18	184.2	-7.6577e+06	1.25675e+06	1197	0	Vent	54.6394	627.66	3.40749	0	NotEquant	0	0	Olympus
1012	1012	-129.133	21.2624	1042	21.2618	-129.134	21.2646	-129.132	65.8	-7.65448e+06	1.26034e+06	1042	0	Vent	34.7184	200.4	3.04559	0	NotEquant	0	0	Olympus
1013	1013	-129.352	20.906	2259	20.9049	-129.349	20.9065	-129.347	72.2	-7.66749e+06	1.23906e+06	2259	0	Vent	52.4186	159.296	2.20631	0	NotEquant	0	0	Olympus
1014	1014	-129.019	21.7087	200	21.736	-129.015	21.7056	-129.013	153.3	-7.64748e+06	1.28727e+06	192	0	Vent	-3.12888	1797.74	11.7269	0	NotEquant	0	0	Olympus
1015	1015	-127.98	22.3273	-509	22.3343	-127.993	22.312	-127.943	112	-7.58419e+06	1.32246e+06	-495	0	Vent	-64.1344	3032.42	27.0752	0	NotEquant	0	0	Olympus
1016	1016	-128.748	21.5007	293	21.4978	-128.75	21.5019	-128.742	149.1	-7.63142e+06	1.27454e+06	293	0	Vent	61.3898	499.825	3.35228	0	NotEquant	0	0	Olympus
1017	1017	-133.419	22.07	8334	22.0716	-133.417	22.0708	-133.414	150.5	-7.90794e+06	1.30847e+06	8352	0	Vent		184.675	1.22707	1	Equant	0	0	Olympus
1018	1018	-130.445	20.5889	7600	20.5893	-130.443	20.5875	-130.443	93.4	-7.7319e+06	1.22039e+06	7600	0	Vent		111.579	1.19464	1	Equant	0	0	Olympus
1019	1019	-132.99	22.1616	8237	22.1621	-132.985	22.1623	-132.993	84.6	-7.8829e+06	1.31356e+06	8237	0	Vent	-88.3501	442.218	5.22716	0	NotEquant	0	0	Olympus
1020	1020	-133.343	22.6652	7676	22.6671	-133.344	22.665	-133.339	55.6	-7.90367e+06	1.34277e+06	7686	0	Vent	-67.5358	320.512	5.7646	0	NotEquant	0	0	Olympus
1021	1021	-133.856	22.1812	7992	22.1804	-133.856	22.1819	-133.854	70.7	-7.93419e+06	1.31487e+06	7992	0	Vent	59.7181	167.557	2.36997	0	NotEquant	0	0	Olympus
1022	1022	-135.387	21.7427	7548	21.743	-135.384	21.7464	-135.389	71.8	-8.02585e+06	1.28952e+06	7556	0	Vent	-52.7121	336.946	4.69285	0	NotEquant	0	0	Olympus
1023	1023	-136.412	16.4627	9668	16.458	-136.406	16.4592	-136.415	41.1	-8.08563e+06	975833	9668	0	Vent	-81.2883	468.822	11.4069	0	NotEquant	0	0	Olympus
1024	1024	-136.626	16.9189	9876	16.9166	-136.625	16.9175	-136.622	68.6	-8.09863e+06	1.00281e+06	9876	0	Vent	72.9174	179.67	2.61909	0	NotEquant	0	0	Olympus
1025	1025	-136.033	15.9299	9605	15.9307	-136.03	15.9292	-136.024	52	-8.06297e+06	944372	9614	0	Vent	-76.6296	389.651	7.49329	0	NotEquant	0	0	Olympus
1026	1026	-138.421	14.3279	-487	14.329	-138.414	14.3281	-138.42	103	-8.20468e+06	849560	-484	0	Vent	81.2416	369.883	3.59109	0	NotEquant	0	0	Olympus
1027	1027	-139.228	17.7581	-256	17.762	-139.223	17.7557	-139.224	164	-8.25234e+06	1.0528e+06	-238	0	Vent	8.88698	381.89	2.3286	0	NotEquant	0	0	Olympus
1028	1028	-130.35	16.1439	7677	16.1469	-130.351	16.1426	-130.343	159.7	-7.72621e+06	957021	7677	0	Vent	-60.5571	515.511	3.228	0	NotEquant	0	0	Olympus
1029	1029	-127.963	16.4697	982	16.5212	-128.073	16.4275	-127.876	839.7	-7.5799e+06	973610	1014	0	Vent	-63.6717	12486.5	14.8701	0	NotEquant	0	0	Olympus
1030	1030	-134.894	21.2848	8400	21.2849	-134.888	21.2843	-134.895	194.8	-7.99571e+06	1.26167e+06	8400	0	Vent	84.6686	378.789	1.9445	0	NotEquant	0	0	Olympus
1031	1031	-138.565	24.1209	-2390	24.0574	-138.624	24.1427	-138.502	284.6	-8.21717e+06	1.42649e+06	-2387	0	Vent	52.4251	8287.16	29.1186	0	NotEquant	0	0	Olympus
1032	1032	-134.655	15.7327	12324	15.734	-134.661	15.7324	-134.65	211.5	-7.98143e+06	932393	12324	0	Vent	-80.7283	600.699	2.84019	0	NotEquant	0	0	Olympus
1033	1033	-133.624	16.0232	14902	16.0153	-133.626	16.0249	-133.623	136.5	-7.92037e+06	949531	14902	0	Vent	13.3144	587.703	4.30551	0	NotEquant	0	0	Olympus
1034	1034	-130.267	18.2499	10252	18.2434	-130.274	18.2593	-130.268	167.1	-7.72159e+06	1.08192e+06	10267	0	Vent	19.547	999.043	5.97871	0	NotEquant	0	0	Olympus
1035	1035	-133.714	21.995	8378	21.9978	-133.715	21.9929	-133.697	126.2	-7.92581e+06	1.30381e+06	8378	0	Vent	-73.991	1052.51	8.34003	0	NotEquant	0	0	Olympus
1036	1036	-131.776	19.7478	14395	19.7535	-131.787	19.748	-131.771	728.3	-7.81099e+06	1.17135e+06	14322	0	Vent		951.775	1.30684	1	Equant	0	0	Olympus
1037	1037	-128.179	14.3265	802	14.3935	-128.376	14.2685	-127.931	681.7	-7.59064e+06	845339	865	0	Vent	-73.8953	26556.8	38.9567	0	NotEquant	0	0	Olympus
1038	1038	-128.265	15.5541	878	15.5147	-128.33	15.5888	-128.202	341.1	-7.60074e+06	923180	908	0	Vent	58.9825	8506.54	24.9385	0	NotEquant	0	0	Olympus
1039	1039	-105.228	4.56417	6117	4.55423	-105.231	4.56351	-105.233	148.8	-6.23748e+06	270249	6119	0	Vent	-10.4321	558.295	3.75198	0	NotEquant	0	3	East Pavonis
1040	1040	-98.4808	-14.3825	7179	-14.3724	-98.4665	-14.391	-98.4913	264.1	-5.83736e+06	-852725	7209	0	Vent	52.3531	1798	6.80804	0	NotEquant	0	6	Syria Planum
1041	1041	-97.2114	-16.7287	6162	-16.7333	-97.227	-16.7596	-97.1826	157.1	-5.76003e+06	-993500	6160	0	Vent	-58.2844	2957.05	18.8227	0	NotEquant	0	6	Syria Planum
1042	1042	-97.016	-16.3776	6210	-16.3749	-97.0275	-16.3821	-97.0129	84.6	-5.75212e+06	-969947	6211	0	Vent	-62.9316	928.287	10.9727	0	NotEquant	0	6	Syria Planum
1043	1043	-116.349	-6.89605	8271	-6.90098	-116.353	-6.90355	-116.35	149.6	-6.89656e+06	-409036	8269	0	Vent		202.78	1.35548	1	Equant	0	4	Arsia
1044	1044	-116.319	-6.91279	8234	-6.91654	-116.32	-6.91796	-116.319	48.2	-6.89461e+06	-410043	8228	0	Vent	-44.7906	118.969	2.46825	0	NotEquant	0	4	Arsia
1045	1045	-120.48	-10.0974	16444	-10.0908	-120.483	-10.0951	-120.481	111.7	-7.14055e+06	-599385	16446	0	Vent	-27.7001	286.213	2.56234	0	NotEquant	0	4	Arsia
1046	1046	-121.444	2.68064	3560	2.68028	-121.447	2.67771	-121.419	174.3	-7.19835e+06	159044	3560	0	Vent	-84.8261	1685.96	9.67274	0	NotEquant	0	7	Ulysses
1047	1047	-107.952	-2.40868	6219	-2.41546	-107.955	-2.40932	-107.95	382.7	-6.39911e+06	-142956	6236	0	Vent		478.985	1.25159	1	Equant	0	3	East Pavonis
1048	1048	-107.917	-2.38725	6172	-2.39205	-107.926	-2.38591	-107.921	320.8	-6.39635e+06	-141863	6175	0	Vent		478.988	1.49311	1	Equant	0	3	East Pavonis
1049	1049	-99.2122	-0.853345	5249	-0.855844	-99.2152	-0.863268	-99.2119	94.6	-5.88044e+06	-51601.5	5292	0	Vent	-23.8598	480.301	5.07717	0	NotEquant	0	3	East Pavonis
1050	1050	-99.1622	-0.856024	5264	-0.855416	-99.1688	-0.860841	-99.1651	308.6	-5.87765e+06	-51136.1	5273	0	Vent		388.912	1.26025	1	Equant	0	3	East Pavonis
1051	1051	-99.0569	-0.698902	5073	-0.704256	-99.0629	-0.711679	-99.0525	518.9	-5.87165e+06	-41846.1	5086	0	Vent		757.015	1.45888	1	Equant	0	3	East Pavonis
1052	1052	-99.197	-0.736397	5156	-0.73761	-99.201	-0.743035	-99.196	191.5	-5.87959e+06	-44212.5	5177	0	Vent	-42.6459	436.378	2.27873	0	NotEquant	0	3	East Pavonis
1053	1053	-99.1667	-0.591773	5152	-0.592416	-99.1755	-0.599697	-99.1713	79.8	-5.87863e+06	-35352.2	5292	0	Vent	-30.4645	499.792	6.26306	0	NotEquant	0	3	East Pavonis
1054	1054	-98.42	-1.35953	5217	-1.35332	-98.4306	-1.37159	-98.4129	756.8	-5.8336e+06	-81232.8	5253	0	Vent	-44.0824	1505.16	1.98885	0	NotEquant	0	3	East Pavonis
1055	1055	-97.3594	-1.40924	5022	-1.40675	-97.3702	-1.41745	-97.3557	199.7	-5.77166e+06	-83579	5146	0	Vent	-53.6675	1069.25	5.35429	0	NotEquant	0	3	East Pavonis
1056	1056	-97.9754	-0.866458	4790	-0.871358	-97.9763	-0.873318	-97.9705	93.7	-5.80732e+06	-51667.9	4798	0	Vent	-71.1111	358.217	3.82302	0	NotEquant	0	3	East Pavonis
1057	1057	-97.8789	-1.07357	4917						-5.80166e+06	-63695.7	4917	1	NoVent				0		0	3	East Pavonis
1058	1058	-97.2987	-1.53244	5191	-1.53706	-97.3105	-1.52385	-97.3009	562.2	-5.76786e+06	-91016.9	5233	0	Vent	36.1103	967.16	1.72031	0	NotEquant	0	3	East Pavonis
1059	1059	-96.042	-1.7442	5047	-1.74616	-96.0581	-1.74366	-96.0453	806.2	-5.69378e+06	-103433	5065	0	Vent		774.178	1.04136	1	Equant	0	3	East Pavonis
1060	1060	-95.6742	-1.95131	4884	-1.94899	-95.6832	-1.94899	-95.6735	504.2	-5.67115e+06	-115609	4884	0	Vent		569.859	1.13022	1	Equant	0	3	East Pavonis
1061	1061	-96.2044	-2.52076	5552	-2.5356	-96.189	-2.49655	-96.2371	380	-5.70405e+06	-151554	5588	0	Vent	-50.9005	3663.23	9.64009	0	NotEquant	0	3	East Pavonis
1062	1062	-84.3226	3.70559	1173						-4.9987e+06	220168	1174	1	NoVent				0		0	9	Fortuna
1063	1063	-99.6729	-13.0972	7313	-13.0985	-99.6668	-13.0864	-99.6908	300.2	-5.90826e+06	-775914	7317	0	Vent	-62.5983	1560.06	5.19674	0	NotEquant	0	6	Syria Planum
1064	1064	-100.469	-11.9265	7389	-11.9238	-100.471	-11.9274	-100.464	329.5	-5.955e+06	-706935	7386	0	Vent		464.046	1.40833	1	Equant	0	6	Syria Planum
1065	1065	-130.692	20.7157	7957	20.7136	-130.693	20.7174	-130.689	43.6	-7.74618e+06	1.22837e+06	7955	0	Vent	44.6323	320.518	7.35133	0	NotEquant	0	0	Olympus
1066	1066	-136.756	17.7933	9937	17.7947	-136.759	17.7935	-136.756	132.8	-8.10613e+06	1.05469e+06	9937	0	Vent		187.252	1.41003	1	Equant	0	0	Olympus
1067	1067	-136.351	13.8283	546	13.8313	-136.35	13.8227	-136.353	43.2	-8.08223e+06	819505	532	0	Vent	20.5455	543.016	12.5698	0	NotEquant	0	0	Olympus
1068	1068	-115.672	-6.07256	7681	-6.09461	-115.727	-6.04606	-115.62	117.9	-6.85942e+06	-361079	7716	0	Vent	65.4891	6921.81	58.7091	0	NotEquant	0	4	Arsia
1069	1069	-109.603	24.5951	3179	24.5982	-109.605	24.5802	-109.607	113.1	-6.49682e+06	1.45755e+06	3183	0	Vent	5.8469	1068.49	9.44728	0	NotEquant	0	2	Ceraunius
1070	1070	-109.572	24.7141	3188	24.7228	-109.574	24.6941	-109.576	385.1	-6.49495e+06	1.46451e+06	3156	0	Vent	2.59087	1698.16	4.40967	0	NotEquant	0	2	Ceraunius
1071	1071	-109.593	24.6538	3211	24.6496	-109.596	24.6407	-109.598	154.9	-6.49639e+06	1.46086e+06	3215	0	Vent	10.0311	532.594	3.43831	0	NotEquant	0	2	Ceraunius
1072	1072	-90.7931	38.0825	907	38.0863	-90.8066	38.0746	-90.7699	327.9	-5.38073e+06	2.25691e+06	915	0	Vent	-68.0344	1843.3	5.62154	0	NotEquant	0	5	Tempe-Mareotis
1073	1073	-89.5595	37.5633	1118	37.5524	-89.5724	37.5634	-89.5579	491.2	-5.30946e+06	2.22585e+06	1141	0	Vent	46.4284	939.604	1.91288	0	NotEquant	0	5	Tempe-Mareotis
1074	1074	-113.248	-6.34912	7207	-6.35774	-113.259	-6.3412	-113.238	166.4	-6.71212e+06	-376228	7212	0	Vent	52.1529	1594.76	9.58388	0	NotEquant	0	4	Arsia
1075	1075	-113.468	-2.24353	8189	-2.24645	-113.474	-2.24145	-113.463	236.5	-6.72567e+06	-132989	8189	0	Vent	66.3534	737.116	3.11677	0	NotEquant	0	4	Arsia
1076	1076	-100.502	9.46654	3590	9.46779	-100.511	9.4666	-100.496	190.9	-5.95689e+06	561467	3593	0	Vent	-85.4359	884.58	4.63373	0	NotEquant	0	1	NE Ascreaus
1077	1077	-106.018	3.5347	5978	3.54356	-106.014	3.52834	-106.021	176.9	-6.2838e+06	209980	5984	0	Vent	25.4413	997.744	5.64016	0	NotEquant	0	3	East Pavonis
1078	1078	-106.339	2.27735	5664	2.25183	-106.372	2.30382	-106.314	79.8	-6.30317e+06	134985	5664	0	Vent	48.1907	4614.39	57.8245	0	NotEquant	0	3	East Pavonis
1079	1079	-75.9594	37.4511	1891	37.4515	-75.9629	37.4496	-75.9618	90.3	-4.50229e+06	2.21972e+06	1891	0	Vent		123.375	1.36628	1	Equant	0	10	Labeatis Mons
1080	1080	-75.9651	37.5457	1617	37.5729	-75.9709	37.4965	-75.9652	355.1	-4.50002e+06	2.22361e+06	1638	0	Vent	-3.39491	4527.15	12.7489	0	NotEquant	0	10	Labeatis Mons
1081	1081	-96.4255	15.5727	2558	15.5545	-96.4375	15.6036	-96.4098	216	-5.71515e+06	923596	2611	0	Vent	28.5364	3305.29	15.3023	0	NotEquant	0	1	NE Ascreaus
1082	1082	-113.55	17.7858	2306	17.7731	-113.582	17.7884	-113.543	586	-6.7293e+06	1.05467e+06	2319	0	Vent	67.83	2402.68	4.10014	0	NotEquant	0	2	Ceraunius
1083	1083	-86.1066	40.3512	1014	40.3503	-86.1105	40.3514	-86.1019	309	-5.10295e+06	2.39205e+06	1038	0	Vent		392.269	1.26948	1	Equant	0	5	Tempe-Mareotis
1084	1084	-91.9731	39.2016	543	39.2013	-91.9774	39.2016	-91.9686	389	-5.45207e+06	2.32358e+06	557	0	Vent		406.325	1.04454	1	Equant	0	5	Tempe-Mareotis
1085	1085	-90.0386	38.9283	884	38.9247	-90.0467	38.9313	-90.0311	362	-5.33725e+06	2.30778e+06	888	0	Vent	61.4361	817.56	2.25845	0	NotEquant	0	5	Tempe-Mareotis
1086	1086	-88.1265	38.2582	1082	38.2548	-88.1364	38.2604	-88.1145	329	-5.22241e+06	2.26793e+06	1096	0	Vent	71.9956	1069.55	3.25092	0	NotEquant	0	5	Tempe-Mareotis
1087	1087	-92.5521	37.6601	635	37.6576	-92.5585	37.6626	-92.5466	462	-5.48449e+06	2.23182e+06	648	0	Vent		631.382	1.36663	1	Equant	0	5	Tempe-Mareotis
1088	1088	-91.2492	37.8286	897	37.8246	-91.2652	37.8323	-91.2345	650	-5.40953e+06	2.24292e+06	906	0	Vent	72.3075	1508.63	2.32097	0	NotEquant	0	5	Tempe-Mareotis
1089	1089	-91.4205	37.1352	784	37.1345	-91.4626	37.1367	-91.3876	680	-5.41922e+06	2.20125e+06	785	0	Vent	87.8346	3542.08	5.20894	0	NotEquant	0	5	Tempe-Mareotis
1090	1090	-90.1157	37.2956	942	37.2984	-90.1232	37.2905	-90.1037	252	-5.34053e+06	2.21056e+06	950	0	Vent	-62.9649	1027.22	4.07626	0	NotEquant	0	5	Tempe-Mareotis
1091	1091	-90.0464	36.9608	884	36.9607	-90.0683	36.9609	-90.0265	180	-5.33729e+06	2.19104e+06	892	0	Vent	89.5834	1977.22	10.9845	0	NotEquant	0	5	Tempe-Mareotis
1092	1092	-89.2993	37.6623	989	37.6579	-89.3106	37.667	-89.2875	560	-5.29412e+06	2.2323e+06	992	0	Vent	63.5993	1207.33	2.15595	0	NotEquant	0	5	Tempe-Mareotis
1093	1093	-86.2071	36.3822	843	36.3812	-86.2109	36.3829	-86.2034	254	-5.10977e+06	2.15649e+06	843	0	Vent		374.459	1.47425	1	Equant	0	5	Tempe-Mareotis
1094	1094	-86.2729	34.5418	685	34.5347	-86.2818	34.5488	-86.2655	379	-5.11357e+06	2.04795e+06	702	0	Vent	43.6254	1150.7	3.03615	0	NotEquant	0	5	Tempe-Mareotis
1095	1095	-86.8422	33.9889	819	33.9835	-86.8511	33.9937	-86.8356	332	-5.14881e+06	2.01462e+06	825	0	Vent	51.5401	969.072	2.91889	0	NotEquant	0	5	Tempe-Mareotis
1096	1096	-90.5047	33.3868	1317	33.3812	-90.5268	33.3951	-90.4831	183	-5.3655e+06	1.97856e+06	1323	0	Vent	69.1331	2309.2	12.6186	0	NotEquant	0	5	Tempe-Mareotis
1097	1097	-92.3071	33.2127	930	33.2052	-92.3193	33.2192	-92.2968	302	-5.47201e+06	1.96881e+06	931	0	Vent	53.4107	1388.37	4.59725	0	NotEquant	0	5	Tempe-Mareotis
1098	1098	-91.8653	32.6368	1084	32.6379	-91.8716	32.6361	-91.8596	447	-5.44569e+06	1.93451e+06	1086	0	Vent		608.583	1.36148	1	Equant	0	5	Tempe-Mareotis
1099	1099	-83.695	32.3218	824	32.3181	-83.7079	32.3249	-83.6843	468	-4.96028e+06	1.91599e+06	848	0	Vent	71.0964	1245.15	2.66058	0	NotEquant	0	5	Tempe-Mareotis
1100	1100	-84.1208	32.5558	854	32.5519	-84.1296	32.5619	-84.1095	220	-4.98437e+06	1.9299e+06	867	0	Vent	59.4699	1163.3	5.28773	0	NotEquant	0	5	Tempe-Mareotis
1101	1101	-84.5926	30.3455	303	30.3397	-84.6043	30.35	-84.5818	480	-5.0136e+06	1.79846e+06	307	0	Vent	61.9207	1301.45	2.71135	0	NotEquant	0	5	Tempe-Mareotis
1102	1102	-83.8639	30.1295	357	30.1267	-83.8693	30.1323	-83.8587	553	-4.97002e+06	1.78584e+06	368	0	Vent		635.368	1.14895	1	Equant	0	5	Tempe-Mareotis
1103	1103	-84.9332	30.4009	311	30.3934	-84.9495	30.4042	-84.9257	590	-5.03531e+06	1.80163e+06	318	0	Vent	62.3046	1376.97	2.33384	0	NotEquant	0	5	Tempe-Mareotis
